,link,location,Celková cena,ID zakázky,Aktualizace,Stavba,Stav objektu,Vlastnictví,Umístění objektu,Podlaží,Užitná plocha,Sklep,Datum nastěhování,Voda,Topení,Elektřina,Doprava,Komunikace,Energetická náročnost budovy,Průkaz energetické náročnosti budovy,Bezbariérový,Vybavení,Výtah,companyName,proximityIndex,Index,Lodžie,Odpad,Telekomunikace,Plocha podlahová,Terasa,Garáž,Rok kolaudace,Poznámka k ceně,Parkování,Rok rekonstrukce,Balkón,Převod do OV,Plyn,Ukazatel energetické náročnosti budovy,Zlevněno,Původní cena,Náklady na bydlení,Plocha zahrady,Vyvolávací cena,Znalecký posudek,Minimální příhoz,Aukční jistina,ID,Druh dražby,Místo konání dražby,Datum konání dražby,Dražební vyhláška,Posudek znalce,Cena,Výška stropu,Datum ukončení výstavby,Datum zahájení prodeje,Typ bytu,Stav,Anuita,Plocha zastavěná,Počet bytů,Půdní vestavba,Datum prohlídky,Bazén,Minimální kupní cena,Termín 1. prohlídky,Termín 2. prohlídky,Datum prohlídky do
424,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nove-mesto-u-pujcovny/2387269196
","U Půjčovny, Praha 1 - Nové Město",7 480 000 Kč za nemovitost,09221062,Včera,Cihlová,Velmi dobrý,Osobní,Centrum obce,5. podlaží z celkem 5,36 m2,,Ihned,Dálkový vodovod,,230V,,,Třída G - Mimořádně nehospodárná,,,1,0,CENTURY 21 Realitas Central,313.95,437,,Veřejná kanalizace,,,8 m2,,,"včetně poplatků, včetně provize, včetně právního servisu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,"https://www.sreality.cz/detail/prodej/byt/1+kk/praha-troja-vresova/688617036
","Vřesová, Praha 8 - Troja",4 599 999 Kč za nemovitost,1705/1830,Včera,Cihlová,Novostavba,Osobní,,4. podlaží z celkem 5,32 m2,1 m2,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,0,Částečně,1,PETER,864.35,438,,Veřejná kanalizace,"Telefon, Internet, Kabelová televize, Kabelové rozvody",32 m2,,,,Cena včetně všech poplatků a služeb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-podoli-podolska/2778027596
","Podolská, Praha 4 - Podolí",6 490 575 Kč za nemovitost,17323,Včera,Cihlová,Velmi dobrý,Osobní,Klidná část obce,3. podlaží z celkem 6 včetně 1 podzemního,41 m2,3 m2,,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Dálnice, Silnice, MHD",,Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,1,1,ARCHER reality Praha,890.7142857142857,439,,Veřejná kanalizace,,41 m2,,,1952,,,2021,,,Plynovod,"139,0 kWh/m^2 za rok",,,"platby SVJ: 1500, fond oprav: 500, elektřina: 1000, voda: 600, plyn: 400, jiné: 1300",,,,,,,,,,,,,"2,8 m",,,,,,,,,,,,,,
427,"https://www.sreality.cz/detail/prodej/byt/2+kk/mlada-boleslav-mlada-boleslav-ii-jana-palacha/3133273932
","Jana Palacha, Mladá Boleslav - Mladá Boleslav II",,17359,Včera,Panelová,Před rekonstrukcí,Družstevní,Klidná část obce,12. podlaží z celkem 12 včetně 1 podzemního,43 m2,3 m2,,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Dálnice, Silnice, MHD",,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,1,Částečně,1,ARCHER reality Praha,624.7894736842105,440,,Veřejná kanalizace,"Internet, Kabelová televize, Ostatní",43 m2,,,1986,Cena k jednání...,,2019,,Ano,,"68,0 kWh/m^2 za rok",3 150 000 Kč za nemovitost,3 354 880 Kč,"platby družstvu: 2799, elektřina: 500",,,,,,,,,,,,,,,,,,,,,,,,,,,
428,"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinohrady-perucka/768939596
","Perucká, Praha 2 - Vinohrady",,VN15,Včera,Skeletová,Novostavba,Osobní,Centrum obce,2. podlaží z celkem 6,203 m2,4 m2,,,,,"Vlak, Dálnice, Silnice, MHD, Autobus",,Třída A - Mimořádně úsporná č. 78/2013 Sb. podle vyhlášky,,,,1,PSN s.r.o.,481.4,441,,,,69 m2,9 m2,1,,"Prodává přímý majitel, neplatíte provizi!",,,,,,,13 544 000 Kč za nemovitost,14 413 000 Kč,,108 m2,,,,,,,,,,,,,,,,,,203 m2,,,,,,,,
429,"https://www.sreality.cz/detail/prodej/byt/1+kk/praha-chodov-ceneticka/4006512204
","Čenětická, Praha 4 - Chodov",4 098 000 Kč za nemovitost,SKY715m?,Včera,Panelová,Po rekonstrukci,Osobní,Centrum obce,7. podlaží z celkem 10 včetně 1 podzemního,24 m2,,,,,,"Vlak, Dálnice, Silnice, MHD, Autobus",,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,,,1,PSN s.r.o.,892.8095238095239,442,,,,23 m2,,1,,"Prodává přímý majitel, neplatíte provizi!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,24 m2,,,,,,,,
430,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-6-sestupna/4259305820
","Sestupná, Praha - Praha 6",8 249 340 Kč za nemovitost,227291-A,Včera,Skeletová,Novostavba,Osobní,,2. podlaží z celkem 4 včetně 1 podzemního,39 m2,1,01.11.2023,,,,,,Třída G - Mimořádně nehospodárná,,1,0,1,ENGEL & VÖLKERS,711.5,443,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,"https://www.sreality.cz/detail/prodej/byt/atypicky/praha-zizkov-krasova/644249164
","Krásova, Praha 3 - Žižkov",11 700 000 Kč za nemovitost,228366-A,Včera,Cihlová,Dobrý,Osobní,,3. podlaží,96 m2,,,,Lokální plynové,,,,,,,,1,ENGEL & VÖLKERS,338.95,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,"https://www.sreality.cz/detail/prodej/byt/3+1/brno-bystrc-cerneho/2881087836
","Černého, Brno - Bystrc",,08221122,Včera,Panelová,Velmi dobrý,Osobní,,4. podlaží,78 m2,11 m2,,,,,,,Třída G - Mimořádně nehospodárná,,,,,CENTURY 21 All Inclusive,1252.5263157894738,445,,,,,,,,"info v RK, bez DPH, + provize RK",,,3 m2,,,,,,,,,,,,,,,,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,
433,"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-stare-mesto-hastalska/2161870668
","Haštalská, Praha 1 - Staré Město",49 990 000 Kč za nemovitost,228472,Včera,Cihlová,Velmi dobrý,Osobní,,4. podlaží z celkem 8,197 m2,,,,,,,,Třída G - Mimořádně nehospodárná,,,,1,ENGEL & VÖLKERS,266.0,446,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,"https://www.sreality.cz/detail/prodej/byt/1+kk/tecovice-tecovice-/3099309900
","Tečovice, okres Zlín",1 999 000 Kč za nemovitost,,Včera,Cihlová,Po rekonstrukci,Družstevní,Klidná část obce,3. podlaží z celkem 3 včetně 1 podzemního,35 m2,10 m2,,Místní zdroj,Lokální elektrické,"120V, 230V","Silnice, Autobus",Asfaltová,,,0,Částečně,0,Zlínský makléř Tomáš Konior,1401.5294117647059,447,,Veřejná kanalizace,"Telefon, Internet, Satelit, Kabelová televize, Kabelové rozvody, Ostatní",25 m2,,,,,,2022,,Ano,,,,,2000,,,,,,3099309900,,,,,,,,,,Podkrovní,,,,,,,,,,,
435,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kamyk-zarubova/1722087772
","Zárubova, Praha 4 - Kamýk",,N02686,Včera,Panelová,Velmi dobrý,Družstevní,,9. podlaží z celkem 9,40 m2,1 m2,Ihned,Dálkový vodovod,Ústřední dálkové,230V,,,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,,,1,Obchodsrealitami.cz,838.4,448,6 m2,,"Telefon, Internet, Kabelová televize",40 m2,,,,,,,,,Plynovod,,3 970 000 Kč za nemovitost,4 095 000 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-jinonice-u-krize/2871740764
","U kříže, Praha 5 - Jinonice",19 750 000 Kč za nemovitost,42024,Včera,Cihlová,Velmi dobrý,Osobní,,3. podlaží,153 m2,1,,,Lokální plynové,,,,,,,0,1,Svoboda & Williams,865.8571428571429,449,,,,144 m2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-mezi-vodami/463096156
","Mezi Vodami, Praha 4 - Modřany",8 050 000 Kč za nemovitost,42402,Včera,Cihlová,Velmi dobrý,Osobní,,2. podlaží,67 m2,1,,,Lokální plynové,,,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,0,1,Svoboda & Williams,1162.7142857142858,450,,,,59 m2,,,,,1,,8 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-prosek-jablonecka/3227465548
","Jablonecká, Praha 9 - Prosek",5 665 000 Kč za nemovitost,N02727,Včera,Panelová,Velmi dobrý,Osobní,,7. podlaží z celkem 12 včetně 1 podzemního,49 m2,1 m2,Ihned,Dálkový vodovod,Ústřední dálkové,230V,,,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,,,Částečně,1,Obchodsrealitami.cz,647.4761904761905,451,7 m2,,"Telefon, Internet, Kabelová televize",40 m2,,,,,,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,"https://www.sreality.cz/detail/prodej/byt/3+1/praha-josefov-parizska/25901404
","Pařížská, Praha 1 - Josefov",,38925,Včera,Cihlová,Velmi dobrý,Osobní,,7. podlaží,245 m2,,,,,,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,,1,,Svoboda & Williams,403.85,452,,,,217 m2,1,,,,,,,,,,,,,,,,,,,,,,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,
440,"https://www.sreality.cz/detail/prodej/byt/4+kk/pec-pod-snezkou-pec-pod-snezkou-/1109338716
","Pec pod Sněžkou, okres Trutnov",26 015 000 Kč za nemovitost,38983,Včera,Smíšená,Novostavba,Osobní,,1. podlaží,130 m2,,,,,,,,,,,,,Svoboda & Williams,1266.0833333333333,453,15 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,"https://www.sreality.cz/detail/prodej/byt/3+1/vsetin-vsetin-jiraskova/3841754956
","Jiráskova, Vsetín",2 950 000 Kč za nemovitost,57622,Včera,Panelová,Velmi dobrý,Družstevní,Sídliště,9. podlaží z celkem 13,62 m2,,,Dálkový vodovod,Ústřední dálkové,230V,"Silnice, MHD",Asfaltová,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,Částečně,,Reality bez-starostí,474.4117647058824,454,3 m2,Veřejná kanalizace,,,,,,"včetně poplatků, včetně provize, včetně právního servisu",,,,Ano,,"89,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-mala-strana-hellichova/2726451548
","Hellichova, Praha 1 - Malá Strana",,42563,Včera,Cihlová,Velmi dobrý,Osobní,,2. podlaží,52 m2,1,,,Lokální plynové,,,,,,,,,Svoboda & Williams,723.2857142857143,455,,,,52 m2,,,,,,,,,,,11 400 000 Kč za nemovitost,11 900 000 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,"https://www.sreality.cz/detail/prodej/byt/2+kk/jinocany-jinocany-dvorakova/4173936204
","Dvořákova, Jinočany",6 188 000 Kč za nemovitost,1050,Včera,Cihlová,Velmi dobrý,Osobní,Klidná část obce,2. podlaží z celkem 4,61 m2,2 m2,,,,,,,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,,1,,RESPEKT finanční a realitní,1204.9473684210527,456,,Veřejná kanalizace,,59 m2,,,2006,"včetně provize, právních služeb a vyřízení hypotéky",1,,2 m2,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hlubocepy-kurandove/1742911836
","Kurandové, Praha 5 - Hlubočepy",13 750 000 Kč za nemovitost,40281,Včera,Smíšená,Novostavba,Osobní,,1. podlaží,92 m2,1,,,Ústřední dálkové,,,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,,,Svoboda & Williams,1015.7142857142857,457,1,,,87 m2,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,"https://www.sreality.cz/detail/prodej/byt/2+1/kladno-kladno-cs--armady/1840527180
","Čs. armády, Kladno",4 288 800 Kč za nemovitost,1055,Včera,Cihlová,Velmi dobrý,Osobní,Centrum obce,3. podlaží z celkem 4,94 m2,,,,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,,1,,RESPEKT finanční a realitní,793.6842105263158,458,,Veřejná kanalizace,,81 m2,,,,"včetně provize, právních služeb a vyřízení hypotéky",,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-v-lesicku/3411306844
","V lesíčku, Praha 5 - Smíchov",8 300 000 Kč za nemovitost,42423,Včera,Cihlová,Velmi dobrý,Osobní,,2. podlaží,45 m2,1,,,,,,,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,,,1,1,Svoboda & Williams,684.2380952380952,459,,,,45 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,"https://www.sreality.cz/detail/prodej/byt/1+kk/praha-michle-u-plynarny/3778218332
","U Plynárny, Praha 10 - Michle",5 090 000 Kč za nemovitost,42086,Včera,Cihlová,Po rekonstrukci,Osobní,,1. podlaží,36 m2,1,,,Lokální elektrické,,,,Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky,,,1,1,Svoboda & Williams,1032.095238095238,460,,,,36 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-jeseniova/1782344028
","Jeseniova, Praha 3 - Žižkov",,SP49,Včera,Cihlová,Novostavba,Osobní,Centrum obce,2. podlaží z celkem 8 včetně 1 podzemního,139 m2,4 m2,,,,,,,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,1,1,1,Makers Reality,725.2380952380952,461,,,,92 m2,,1,,+ provize RK,,,4 m2,,,"108,0 kWh/m^2 za rok",10 950 000 Kč za nemovitost,11 340 000 Kč,,38 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"https://www.sreality.cz/detail/prodej/byt/5+kk/praha-smichov-na-hrebenkach/1515444572
","Na Hřebenkách, Praha 5 - Smíchov",41 900 000 Kč za nemovitost,26718,Včera,Skeletová,Novostavba,Osobní,,6. podlaží,251 m2,1,,,,,,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,,,Svoboda & Williams,1035.1904761904761,462,,,,225 m2,,1,,,1,,26 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-branik-v-krovinach/3062302284
","V křovinách, Praha 4 - Braník",4 990 000 Kč za nemovitost,9104744,Včera,Panelová,Dobrý,Osobní,,1. podlaží z celkem 7,50 m2,,Ihned,,,,,,Třída C - Úsporná,,1,,,ALBION REALITY,992.05,463,1,,,43 m2,,,,", 3185 poplatky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-strasnice-zverinova/3650812252
","Zvěřinova, Praha 3 - Strašnice",19 900 000 Kč za nemovitost,41645,Včera,Skeletová,Novostavba,Osobní,,8. podlaží,218 m2,1,,,Ústřední dálkové,,,,,,,1,1,Svoboda & Williams,857.3333333333334,464,,,,107 m2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,"https://www.sreality.cz/detail/prodej/byt/2+1/vsetin-rokytnice-pod-zamboskou/433579852
","Pod Žamboškou, Vsetín - Rokytnice",3 100 000 Kč za nemovitost,814490,Včera,Panelová,Velmi dobrý,Osobní,Sídliště,1. podlaží z celkem 9 včetně 1 podzemního,53 m2,1,,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,Částečně,1,M&M reality,378.4117647058824,465,1,Veřejná kanalizace,,,,,,Cena včetně provize a právních služeb RK. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,"https://www.sreality.cz/detail/prodej/byt/2+1/liberec-liberec-v-kristianov-hvezdna/1106954060
","Hvězdná, Liberec - Liberec V-Kristiánov",3 990 000 Kč za nemovitost,814217,Včera,Panelová,Dobrý,Osobní,Klidná část obce,1. podlaží z celkem 6 včetně 1 podzemního,61 m2,1,,,Ústřední dálkové,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,,1,M&M reality,601.2,466,1,Veřejná kanalizace,,,,,,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-zelenecska/2020723036
","Zelenečská, Praha 9 - Hloubětín",7 921 551 Kč za nemovitost,42018,Včera,Cihlová,Po rekonstrukci,Osobní,,2. podlaží,53 m2,1,,,Ústřední dálkové,,,,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,,,,,Svoboda & Williams,789.2857142857143,467,,,,51 m2,,,,,,,2 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strizkov-zasadska/3956545100
","Zásadská, Praha 9 - Střížkov",6 720 000 Kč za nemovitost,808590,Včera,Cihlová,Novostavba,Osobní,Klidná část obce,2. podlaží z celkem 7 včetně 1 podzemního,53 m2,,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,Částečně,1,M&M reality,757.0,468,,Veřejná kanalizace,,,,1,,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,"https://www.sreality.cz/detail/prodej/byt/2+1/praha-zizkov-ke-kapslovne/662189900
","Ke Kapslovně, Praha 3 - Žižkov",11 990 000 Kč za nemovitost,9105053,Včera,Skeletová,Novostavba,Osobní,,2. podlaží z celkem 13,90 m2,6 m2,Ihned,,,,,,Třída C - Úsporná,,0,Částečně,1,ALBION REALITY,724.3333333333334,469,,,,90 m2,9 m2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-nove-mesto-soukenicka/3116280156
","Soukenická, Praha 1 - Nové Město",14 000 000 Kč za nemovitost,41679,Včera,Cihlová,Velmi dobrý,Osobní,,4. podlaží,71 m2,,,,,,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,,,,Svoboda & Williams,229.2,470,,,,71 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,"https://www.sreality.cz/detail/prodej/byt/3+1/praha-vrsovice-vrsovicka/2978932300
","Vršovická, Praha 10 - Vršovice",8 490 000 Kč za nemovitost,N25187,Včera,Smíšená,Velmi dobrý,Osobní,Centrum obce,5. podlaží,68 m2,,Ihned,Dálkový vodovod,,,,,Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky,,,Částečně,0,Porta Invest,672.047619047619,471,,,"Telefon, Kabelová televize",68 m2,,,,,,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,"https://www.sreality.cz/detail/prodej/byt/3+kk/modrice-modrice-bobravska/4088031580
","Bobravská, Modřice",5 990 000 Kč za nemovitost,37090,Včera,Cihlová,Novostavba,Osobní,,1. podlaží,58 m2,,,,,,,,Třída G - Mimořádně nehospodárná,,,,,PEGAS REAL & DEVELOPMENT,1859.8333333333333,472,,,,,20 m2,,,+ provize RK,1,,,,,,,,,40 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
460,"https://www.sreality.cz/detail/prodej/byt/1+kk/modrice-modrice-k-lesu/244094796
","K Lesu, Modřice",4 300 000 Kč za nemovitost,37216,Včera,Cihlová,Velmi dobrý,Osobní,,1. podlaží,39 m2,,,,,,,,Třída G - Mimořádně nehospodárná,,,,,PEGAS REAL & DEVELOPMENT,1870.0,473,,,,,,,,,1,,7 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-strasnice-vinohradska/3746707804
","Vinohradská, Praha 10 - Strašnice",9 299 000 Kč za nemovitost,0020-NP06252,Včera,Cihlová,Velmi dobrý,Osobní,Centrum obce,13. podlaží z celkem 19,77 m2,,Ihned,,,,,,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,1,1,1,RE/MAX G8 Reality,778.2380952380952,474,1,Veřejná kanalizace,,77 m2,,1,1999,vč. právního servisu a provize,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,"https://www.sreality.cz/detail/prodej/byt/3+1/brest-brest-/3548718924
","Břest, okres Kroměříž",2 990 000 Kč za nemovitost,0295,Včera,Cihlová,Velmi dobrý,Osobní,Klidná část obce,2. podlaží z celkem 4,78 m2,,,Dálkový vodovod,Lokální plynové,230V,,Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,,0,,"Chytil & Kuča reality, s.r.o.",1814.0,475,,Veřejná kanalizace,,68 m2,,,,,,,,,Plynovod,,,,,200 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
463,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-k-vltave/1480947276
","K Vltavě, Praha 4 - Modřany",5 290 000 Kč za nemovitost,0020-NP06546,Včera,Smíšená,Velmi dobrý,Družstevní,Centrum obce,4. podlaží z celkem 4,54 m2,1,,Dálkový vodovod,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,1,,RE/MAX G8 Reality,866.2857142857143,476,1,Veřejná kanalizace,,54 m2,1,,,včetně právního servisu a provize,1,,1,Ne,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,"https://www.sreality.cz/detail/prodej/byt/3+kk/kraluv-dvur-kraluv-dvur-na-horizontu/1525753676
","Na Horizontu, Králův Dvůr",5 490 000 Kč za nemovitost,0020-NP06723,Včera,Smíšená,Velmi dobrý,Osobní,Klidná část obce,6. podlaží z celkem 7,67 m2,1,,,,,"Vlak, Dálnice, Silnice, MHD, Autobus",Betonová,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,,1,Částečně,1,RE/MAX G8 Reality,956.5,477,1,Veřejná kanalizace,"Telefon, Internet, Kabelová televize, Kabelové rozvody",67 m2,1,,2008,včetně poplatků a právního servisu,1,,1,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zlicin-lipovska/1179560284
","Lipovská, Praha 5 - Zličín",11 250 000 Kč za nemovitost,9967/2918,Včera,Cihlová,Velmi dobrý,Osobní,,1. podlaží z celkem 4,120 m2,2 m2,Ihned,Dálkový vodovod,,,"Silnice, MHD",Asfaltová,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,1,Částečně,,Blanka Vankova s.r.o.,1002.578947368421,478,,Veřejná kanalizace,Internet,120 m2,40 m2,1,,cena je včetně provize a kompletního právního servisu,,,,,,,,,,153 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
466,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nove-mesto-navratilova/2792965708
","Navrátilova, Praha 1 - Nové Město",9 997 000 Kč za nemovitost,,Včera,Cihlová,Velmi dobrý,Osobní,Centrum obce,3. podlaží z celkem 5 včetně 1 podzemního,48 m2,1,,Dálkový vodovod,Lokální plynové,,MHD,"Dlážděná, Asfaltová",Třída G - Mimořádně nehospodárná,,,1,1,Blanka Vankova s.r.o.,569.0952380952381,479,,Veřejná kanalizace,,48 m2,,,,Cena včetně provize a kompletního právního servisu. V případě vice zájemců rozhoduje nejvýhodnější nabídka.,,,,,,,,,,,,,,,2792965708,,,,,,,,,19.08.2022,,,,,,,,,,,,
467,"https://www.sreality.cz/detail/prodej/byt/3+kk/benesov-benesov-karla-noveho/3568093004
","Karla Nového, Benešov",8 990 000 Kč za nemovitost,R519105,Včera,Smíšená,Novostavba,Osobní,,4. podlaží z celkem 5,86 m2,,Ihned,Dálkový vodovod,Ústřední plynové,230V,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,1,Částečně,1,REALITY 5,206.11764705882354,480,,Veřejná kanalizace,"Telefon, Internet, Satelit, Kabelová televize",86 m2,,,,,,,13 m2,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,"https://www.sreality.cz/detail/prodej/byt/4+1/praha-stodulky-volutova/238077516
","Volutová, Praha 5 - Stodůlky",13 500 000 Kč za nemovitost,210064,Včera,Cihlová,Dobrý,Osobní,,4. podlaží z celkem 9 včetně 1 podzemního,136 m2,1,Ihned,Dálkový vodovod,Ústřední plynové,230V,"Vlak, Dálnice, Silnice, MHD, Autobus",,Třída D - Méně úsporná,,,0,,ABA REAL s.r.o.,648.6666666666666,481,1,Veřejná kanalizace,Telefon,136 m2,,1,,cena včetně provize a právního servisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-reporyje-wiesenthalova/773994060
","Wiesenthalova, Praha 5 - Řeporyje",8 181 000 Kč za nemovitost,,Včera,Cihlová,Novostavba,Osobní,Klidná část obce,2. podlaží z celkem 4 včetně 1 podzemního,68 m2,3 m2,,Dálkový vodovod,,,"Dálnice, Silnice, MHD",Asfaltová,Třída C - Úsporná,,,Částečně,1,Blanka Vankova s.r.o.,1085.6190476190477,482,,Veřejná kanalizace,Internet,68 m2,,,,cena včetně provize a kompletního právního servisu,1,,3 m2,,,,,,"platby do SVJ 4.500 Kč/měsíc, elektro cca 700 Kč/měsíc",,,,,,773994060,,,,,,,,,,,,,,,,,,,,,
470,"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-dejvice-heinemannova/3637614940
","Heinemannova, Praha 6 - Dejvice",15 500 000 Kč za nemovitost,41477,Včera,Cihlová,Velmi dobrý,Osobní,,3. podlaží,104 m2,1,,,Ústřední dálkové,,,,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,,,,Svoboda & Williams,707.65,483,,,,88 m2,,,,,,,16 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
