,link,location,district,HouseType,Celková cena,ID zakázky,Aktualizace,Stavba,Stav objektu,Poloha domu,Typ domu,Podlaží,Plocha zastavěná,Užitná plocha,Plocha podlahová,Plocha pozemku,Plocha zahrady,Sklep,Datum nastěhování,Voda,Topení,Plyn,Odpad,Doprava,Komunikace,Energetická náročnost budovy,Bezbariérový,Vybavení,companyName,proximityIndex,Index,Poznámka k ceně,Elektřina,Ukazatel energetické náročnosti budovy,Umístění objektu,Parkování,Garáž,Rok rekonstrukce,Výtah,Cena,Rok kolaudace,Telekomunikace,Průkaz energetické náročnosti budovy,Bazén,Počet bytů,ID,Náklady na bydlení,Zlevněno,Původní cena,Plocha bazénu,Výška stropu,Stav,Půdní vestavba,Vyvolávací cena,Znalecký posudek,Minimální příhoz,Aukční jistina,Druh dražby,Místo konání dražby,Datum konání dražby,Dražební vyhláška,Posudek znalce,Datum prohlídky,Datum zahájení prodeje,Minimální kupní cena,Termín 1. prohlídky,Termín 2. prohlídky,Datum ukončení výstavby,Datum prohlídky do
202,https://www.sreality.cz/detail/prodej/dum/rodinny/nejdek-nejdek-postovni/866989900,"Poštovní, Nejdek",karlovy-vary,"rodinne-domy
",3 970 000 Kč za nemovitost,5450,10.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2 včetně 1 podzemního,95 m2,151 m2,,399 m2,,1,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,1,REAL CHEB reality s.r.o.,332.3333333333333,210,,"230V, 400V",,Klidná část obce,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,https://www.sreality.cz/detail/prodej/dum/rodinny/hory-hory-/1296353100,"Hory, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",8 500 000 Kč za nemovitost,212158,11.10.2022,Montovaná,Novostavba,Samostatný,Přízemní,1,118 m2,118 m2,118 m2,755 m2,,,,Dálkový vodovod,Ústřední elektrické,,,"Dálnice, Silnice, MHD, Autobus",,Třída B - Velmi úsporná,,1,Bidli,2170.8823529411766,211,,,,,1,,,0,,,"Telefon, Internet, Kabelové rozvody",,1,,,,,,,,,,,,,,,,,,,,,,,,,
204,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-doubi-janosikova/2334492764,"Jánošíkova, Karlovy Vary - Doubí",karlovy-vary,"rodinne-domy
",9 950 000 Kč za nemovitost,966,21.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,100 m2,104 m2,,532 m2,432 m2,69 m2,,Dálkový vodovod,Ústřední plynové,Plynovod,Jímka,"Vlak, Autobus",,,,,Metropol Real,1288.157894736842,212,cena vč. provize RK a služeb AK,230V,,Klidná část obce,2,1,,,,,Telefon,,,1,,,,,,,,,,,,,,,,,,,,,,,,
205,https://www.sreality.cz/detail/prodej/dum/rodinny/nova-role-meziroli-/1391998796,"Nová Role - Mezirolí, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",,0038,21.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,1,160 m2,230 m2,,1780 m2,,,,,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,RK Kotek,2175.705882352941,213,"poplatky 4.200,-Kč",,,Polosamota,,,,,Informace o ceně na dotaz,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,https://www.sreality.cz/detail/prodej/dum/rodinny/pernink-pernink-meinlova/4046075724,"Meinlova, Pernink",karlovy-vary,"rodinne-domy
",,N1621,19.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,4,176 m2,200 m2,176 m2,200 m2,,1,,Dálkový vodovod,Ústřední plynové,,Veřejná kanalizace,"Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,WMreality,1280.0,214,,400V,,Klidná část obce,1,,,,,,,,,,,,6 550 000 Kč za nemovitost (k jednání),6 900 000 Kč,,,,,,,,,,,,,,,,,,,,
207,https://www.sreality.cz/detail/prodej/dum/rodinny/jachymov-jachymov-trida-dukelskych-hrdinu/4053768540,"třída Dukelských hrdinů, Jáchymov",karlovy-vary,"rodinne-domy
",2 800 000 Kč za nemovitost,792856,06.10.2022,Smíšená,Před rekonstrukcí,Řadový,Patrový,2,,488 m2,,166 m2,,,,Dálkový vodovod,,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,990.7692307692307,215,,230V,,Centrum obce,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-hurky-u-rybnicka/1686353740,"U Rybníčka, Karlovy Vary - Hůrky",karlovy-vary,"rodinne-domy
",5 995 000 Kč za nemovitost,811754,11.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,225 m2,,1099 m2,,,,Dálkový vodovod,Lokální tuhá paliva,,Veřejná kanalizace,"Silnice, Autobus",,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2025.842105263158,216,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,https://www.sreality.cz/detail/prodej/dum/rodinny/merklin-merklin-/1239271244,"Merklín, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",6 800 000 Kč za nemovitost,211285,04.10.2022,Smíšená,Po rekonstrukci,Samostatný,Patrový,2 včetně 1 podzemního,80 m2,160 m2,160 m2,80 m2,563 m2,1,,"Místní zdroj, Dálkový vodovod",Lokální plynové,,Veřejná kanalizace,"Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,1,Bidli,1401.25,217,,"120V, 230V, 400V",,Klidná část obce,,,2007,0,,1984,"Telefon, Internet, Satelit, Kabelová televize",,,,,,,,,,,,,,,,,,,,,,,,,,,
210,https://www.sreality.cz/detail/prodej/dum/rodinny/psov-semtes-/883410508,"Pšov - Semtěš, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",5 800 000 Kč za nemovitost,804476,10.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,95 m2,,1262 m2,,,,,,,Jímka,,,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2041.923076923077,218,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,,,Klidná část obce,1,,2022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-karlovy-vary-prazska-silnice/4188325452,"Pražská silnice, Karlovy Vary",karlovy-vary,"rodinne-domy
",3 499 000 Kč za nemovitost,807109,21.10.2022,Smíšená,Dobrý,Samostatný,Patrový,3,,165 m2,,499 m2,,1,,Dálkový vodovod,"Lokální plynové, Ústřední dálkové",,Veřejná kanalizace,"Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1199.578947368421,219,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,https://www.sreality.cz/detail/prodej/dum/rodinny/sadov-lesov-/1256511308,"Sadov - Lesov, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",7 990 000 Kč za nemovitost,813531,20.10.2022,Dřevěná,Velmi dobrý,Samostatný,Přízemní,1,,122 m2,,1579 m2,,,,Dálkový vodovod,"Lokální tuhá paliva, Ústřední dálkové, Jiné",,Veřejná kanalizace,"Silnice, Autobus",,Třída A - Mimořádně úsporná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2342.722222222222,220,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V","43,0 kWh/m^2 za rok",Okraj obce,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-doubi-studentska/2675607372,"Studentská, Karlovy Vary - Doubí",karlovy-vary,"rodinne-domy
",8 799 000 Kč za nemovitost,1459/3100,30.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,120 m2,240 m2,240 m2,633 m2,350 m2,1,Ihned,,,,,"Silnice, MHD",,,0,,John reality,1231.7368421052631,221,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,https://www.sreality.cz/detail/prodej/dum/rodinny/chyse-chyse-nadrazni/2182411852,"Nádražní, Chyše",karlovy-vary,"rodinne-domy
",4 190 000 Kč za nemovitost,41761,29.09.2022,Cihlová,Dobrý,Samostatný,Patrový,,,220 m2,,1156 m2,,80 m2,Ihned,Dálkový vodovod,Ústřední tuhá paliva,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",1343.7777777777778,222,,230V,,,,,,,,,,,,,,8500,,,,,,,,,,,,,,,,,,,,,,
215,https://www.sreality.cz/detail/prodej/dum/rodinny/jachymov-marianska-okruzni/1903744844,"Okružní, Jáchymov - Mariánská",karlovy-vary,"rodinne-domy
",8 200 000 Kč za nemovitost,813834,07.10.2022,Smíšená,Dobrý,V bloku,Patrový,2,,418 m2,,699 m2,,,,Dálkový vodovod,"Lokální tuhá paliva, Lokální elektrické",,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,2278.714285714286,225,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Klidná část obce,6,,,0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,https://www.sreality.cz/detail/prodej/dum/rodinny/hroznetin-hroznetin-zahradni/3532510796,"Zahradní, Hroznětín",karlovy-vary,"rodinne-domy
",,N01415,06.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,120 m2,210 m2,150 m2,500 m2,250 m2,36 m2,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,,REBA Reality s.r.o.,1523.8,226,Info o ceně v RK,400V,,,1,1,,0,Informace o ceně na dotaz,,,,,,,,,,,"2,6 m",,,,,,,,,,,,,,,,,,
217,https://www.sreality.cz/detail/prodej/dum/rodinny/sadov-sadov-/1926477644,"Sadov, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",9 799 000 Kč za nemovitost,810688,26.09.2022,Cihlová,Novostavba,Samostatný,Přízemní,1,,174 m2,,742 m2,,,,"Místní zdroj, Dálkový vodovod",Lokální plynové,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2171.3333333333335,227,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 400V",,Klidná část obce,4,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,https://www.sreality.cz/detail/prodej/dum/rodinny/brezova--/2559301452,"Březová, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",11 800 000 Kč za nemovitost,N112,26.09.2022,Cihlová,Velmi dobrý,Řadový,Patrový,4,91 m2,420 m2,420 m2,423 m2,260 m2,,01.11.2022,Dálkový vodovod,Ústřední plynové,,,"Silnice, MHD, Autobus",Asfaltová,Třída C - Úsporná,,Částečně,Alfa Estate,1901.1052631578948,228,Zavedený penzion,"230V, 400V",,Klidná část obce,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-drahovice-cechova/3378227020,"Čechova, Karlovy Vary - Drahovice",karlovy-vary,"rodinne-domy
",8 900 000 Kč za nemovitost,43605,22.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,,,230 m2,,335 m2,,75 m2,01.05.2023,Dálkový vodovod,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",561.4736842105264,229,,230V,,,,,2012,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,
220,https://www.sreality.cz/detail/prodej/dum/rodinny/cernava--/252873052,"Černava, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",5 500 000 Kč za nemovitost,N93566,21.09.2022,Cihlová,Novostavba,Samostatný,Patrový,2,194 m2,165 m2,,1663 m2,,,Ihned,Místní zdroj,,,Septik,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,,NEXT REALITY KARLOVY VARY,2949.866666666667,230,,400V,,Klidná část obce,,1,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,https://www.sreality.cz/detail/prodej/dum/rodinny/semnice-semnice-/2637731404,"Šemnice, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",,N01406,06.10.2022,Cihlová,Novostavba,Samostatný,Patrový,3 včetně 1 podzemního,115 m2,310 m2,220 m2,3534 m2,3419 m2,92 m2,,Dálkový vodovod,Ústřední tuhá paliva,,Jímka,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,REBA Reality s.r.o.,2358.2727272727275,231,Info o ceně v RK,400V,,,,1,,0,Informace o ceně na dotaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,https://www.sreality.cz/detail/prodej/dum/rodinny/jachymov-marianska-kapitana-jarose/699684428,"Kapitána Jaroše, Jáchymov - Mariánská",karlovy-vary,"rodinne-domy
",26 600 000 Kč za nemovitost,808879,11.10.2022,Dřevěná,Po rekonstrukci,V bloku,Patrový,2,,166 m2,,530 m2,,,,Dálkový vodovod,Lokální elektrické,,,"Vlak, Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,M&M reality,2233.0714285714284,232,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,,,,0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,https://www.sreality.cz/detail/prodej/dum/rodinny/becov-nad-teplou-becov-nad-teplou-nam--5--kvetna/332265292,"nám. 5. května, Bečov nad Teplou",karlovy-vary,"rodinne-domy
",,0376,18.10.2022,Smíšená,V rekonstrukci,Řadový,Patrový,3,95 m2,240 m2,,469 m2,,,Ihned,Dálkový vodovod,Lokální tuhá paliva,Plynovod,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,1,NOVIS reality s.r.o.,747.8181818181819,233,,230V,,Centrum obce,,,,,,,,,,,,,2 499 000 Kč za nemovitost,2 899 000 Kč,,,,,,,,,,,,,,,,,,,,
224,https://www.sreality.cz/detail/prodej/dum/rodinny/utvina-prilezy-/1921972044,"Útvina - Přílezy, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",6 499 000 Kč za nemovitost,1152,21.10.2022,Smíšená,Dobrý,Samostatný,Patrový,2,220 m2,225 m2,,3367 m2,2907 m2,,,Dálkový vodovod,,,Jímka,,,,,,Metropol Real,2974.3076923076924,234,Cena vč.provize a práv.služeb.,230V,,Klidná část obce,,1,,,,,Telefon,,,,,,,,,,,1,,,,,,,,,,,,,,,,
225,https://www.sreality.cz/detail/prodej/dum/rodinny/utvina-utvina-/2330007116,"Útvina, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",,298,16.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,176 m2,258 m2,233 m2,2365 m2,2189 m2,,Ihned,Dálkový vodovod,"Lokální tuhá paliva, Ústřední plynové",Plynovod,Veřejná kanalizace,Autobus,Šotolina,Třída D - Méně úsporná č. 264/2020 Sb. podle vyhlášky,0,,AGbydleni.cz,983.3846153846154,235,na dotaz,"230V, 400V",,,,1,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,https://www.sreality.cz/detail/prodej/dum/rodinny/nova-role--/1852213068,"Nová Role, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",,641050,21.10.2022,Cihlová,Novostavba,V bloku,Přízemní,1,120 m2,115 m2,115 m2,623 m2,,,,Dálkový vodovod,Jiné,Plynovod,Veřejná kanalizace,Autobus,,Třída C - Úsporná,,,Dumrealit.cz Bonus,2322.470588235294,236,Cena vč. právních služeb a provize RK,230V,,Klidná část obce,2,,,0,,,,,,,,,7 200 000 Kč za nemovitost,7 550 000 Kč,,,,,,,,,,,,,,,,,,,,
227,https://www.sreality.cz/detail/prodej/dum/rodinny/nova-role--/1063683916,"Nová Role, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",,641084,21.10.2022,Cihlová,Novostavba,V bloku,Přízemní,1,120 m2,115 m2,115 m2,932 m2,,,,Dálkový vodovod,Jiné,Plynovod,Veřejná kanalizace,Autobus,,Třída C - Úsporná,,,Dumrealit.cz Bonus,2322.470588235294,237,Cena vč. právních služeb a provize RK,230V,,Klidná část obce,2,,,0,,,,,,,,,7 480 000 Kč za nemovitost,7 850 000 Kč,,,,,,,,,,,,,,,,,,,,
228,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-karlovy-vary-ondrickova/1157028188,"Ondříčkova, Karlovy Vary",karlovy-vary,"rodinne-domy
",18 900 000 Kč za nemovitost,796765,10.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,4 včetně 1 podzemního,,451 m2,,425 m2,,,,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,Silnice,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,484.63157894736844,238,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Centrum obce,2,1,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
229,https://www.sreality.cz/detail/prodej/dum/rodinny/hajek-nova-viska-/511797596,"Hájek - Nová Víska, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",6 990 000 Kč za nemovitost (k jednání),18435,09.09.2022,Smíšená,Dobrý,Samostatný,Patrový,1. podlaží z celkem 2,245 m2,403 m2,173 m2,2245 m2,2000 m2,4 m2,,"Místní zdroj, Dálkový vodovod","Lokální tuhá paliva, Jiné",,Veřejná kanalizace,"Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,0,Částečně,Fincentrum Reality,2640.470588235294,239,,"230V, 400V",,Klidná část obce,1,1,,,,,"Internet, Ostatní",,,,,,,,,,,,,,,,,,,,,,,,,,,
230,https://www.sreality.cz/detail/prodej/dum/rodinny/otovice--/4246710092,"Otovice, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",7 499 000 Kč za nemovitost,N107,09.09.2022,Montovaná,Velmi dobrý,Řadový,Patrový,2,84 m2,134 m2,134 m2,550 m2,550 m2,,,Dálkový vodovod,Lokální elektrické,,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,,,Alfa Estate,1544.0526315789473,240,Cena ve standartním provedení,230V,,Okraj obce,1,,2022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,https://www.sreality.cz/detail/prodej/dum/rodinny/touzim-touzim-plzenska/2157476444,"Plzeňská, Toužim",karlovy-vary,"rodinne-domy
",1 450 000 Kč za nemovitost,00910,07.09.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,3 včetně 1 podzemního,,100 m2,,1363 m2,,1,,Dálkový vodovod,,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,,Dobrébydlení Trading s.r.o.,1135.3076923076924,242,"Výrazná sleva!, včetně poplatků, včetně provize, včetně právního servisu",230V,,Klidná část obce,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,https://www.sreality.cz/detail/prodej/dum/rodinny/nova-role-meziroli-/2185008972,"Nová Role - Mezirolí, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",7 990 000 Kč za nemovitost,01142,14.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,105 m2,138 m2,138 m2,1052 m2,947 m2,,,Dálkový vodovod,Ústřední elektrické,Plynovod,Veřejná kanalizace,"Silnice, Autobus",Dlážděná,Třída G - Mimořádně nehospodárná,,Částečně,Dobrébydlení Trading s.r.o.,2415.4444444444443,243,"včetně poplatků, včetně provize",230V,,Okraj obce,3,1,,0,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,https://www.sreality.cz/detail/prodej/dum/rodinny/vojkovice-vojkovice-/1892132428,"Vojkovice, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",7 350 000 Kč za nemovitost,802499,12.09.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,2,,139 m2,,914 m2,,,,Místní zdroj,"Lokální tuhá paliva, Lokální elektrické",,Veřejná kanalizace,"Silnice, Autobus",,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,1836.7692307692307,244,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V","81,0 kWh/m^2 za rok",Okraj obce,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-stara-role-zizkova/3155474252,"Žižkova, Karlovy Vary - Stará Role",karlovy-vary,"rodinne-domy
",16 000 000 Kč za nemovitost,,06.09.2022,Smíšená,Před rekonstrukcí,,Patrový,3 včetně 1 podzemního,143 m2,221 m2,221 m2,1030 m2,,1,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída F - Velmi nehospodárná,,,ISSO - Inženýrské stavby Sokolov,1147.578947368421,245,,,"182,0 kWh/m^2 za rok",Okraj obce,1,1,2022,0,,1970,"Telefon, Internet",,1,,3155474252,,,,,,,,,,,,,,,,,,,,,,,
235,https://www.sreality.cz/detail/prodej/dum/rodinny/ostrov-ostrov-kratka/3252152668,"Krátká, Ostrov",karlovy-vary,"rodinne-domy
",4 250 000 Kč za nemovitost,790320,12.09.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,3 včetně 1 podzemního,,158 m2,,1537 m2,,,,Dálkový vodovod,Lokální tuhá paliva,,Jímka,"Silnice, MHD",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,750.7058823529412,246,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Okraj obce,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,https://www.sreality.cz/detail/prodej/dum/rodinny/hroznetin-velky-rybnik-/107714380,"Hroznětín - Velký Rybník, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",4 990 000 Kč za nemovitost,01139,05.09.2022,Cihlová,Po rekonstrukci,Samostatný,Přízemní,,,115 m2,,799 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná,,,Dobrébydlení Trading s.r.o.,2206.3846153846152,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,https://www.sreality.cz/detail/prodej/dum/rodinny/touzim-treboun-/3612649292,"Toužim - Třebouň, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",2 445 200 Kč za nemovitost,812101,Včera,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,2 včetně 1 podzemního,,186 m2,,577 m2,,,,Dálkový vodovod,"Lokální plynové, Lokální tuhá paliva",,Jímka,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,3183.3846153846152,248,Včetně právního servisu a provize RK. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,https://www.sreality.cz/detail/drazby/dum/rodinny/nejdek-sucha-/2892281676,"Nejdek - Suchá, okres Karlovy Vary",karlovy-vary,"rodinne-domy
",,220245,21.10.2022,Cihlová,Před rekonstrukcí,,Patrový,,,120 m2,,459 m2,,,,,,,,,,,,,OKdražby.cz,1249.3333333333333,249,,,,,,,,,,,,,,,,,,,,,,,1 000 000 Kč za nemovitost,1 514 000 Kč za nemovitost,10 000 Kč za nemovitost,100 000 Kč za nemovitost,Dobrovolná,https://www.okdrazby.cz/drazba/56050-rd-nejdek-sucha,29.11.2022 10:00,Zobrazit dražební vyhlášku,Zobrazit posudek znalce,,,,,,,
239,https://www.sreality.cz/detail/prodej/dum/rodinny/becov-nad-teplou-becov-nad-teplou-postovni/3796744012,"Poštovní, Bečov nad Teplou",karlovy-vary,"rodinne-domy
",2 390 000 Kč za nemovitost,N62314,12.09.2022,Smíšená,Dobrý,Samostatný,Patrový,3,100 m2,375 m2,275 m2,303 m2,,,Ihned,,,,,,,Třída G - Mimořádně nehospodárná,0,,ECOBBE Group s.r.o.,767.3636363636364,250,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-stara-role-dobrovskeho/2069465180,"Dobrovského, Karlovy Vary - Stará Role",karlovy-vary,"rodinne-domy
",7 900 000 Kč za nemovitost,N92300,23.08.2022,Cihlová,Dobrý,Samostatný,Patrový,3,87 m2,150 m2,,734 m2,,,,Dálkový vodovod,,Plynovod,Veřejná kanalizace,,Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,,NEXT REALITY KARLOVY VARY,1069.578947368421,251,,"230V, 400V",,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,https://www.sreality.cz/detail/prodej/dum/rodinny/karlovy-vary-karlovy-vary-slovenska/3460056652,"Slovenská, Karlovy Vary",karlovy-vary,"rodinne-domy
",22 000 000 Kč za nemovitost,640946,22.09.2022,Cihlová,Novostavba,Samostatný,Patrový,2,141 m2,194 m2,,1124 m2,,,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,Autobus,,Třída G - Mimořádně nehospodárná,,,Dumrealit.cz Bonus,1320.2105263157894,252,"Uvedená cena je kompletní včetně vybavení, právního servisu a provize RK",230V,,,2,,,0,,,"Telefon, Internet",,1,,,,,,,,,,,,,,,,,,,,,,,,,
242,https://www.sreality.cz/detail/prodej/dum/rodinny/nejdek-nejdek-dukelska/3612886604,"Dukelská, Nejdek",karlovy-vary,"rodinne-domy
",,00397,17.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2 včetně 1 podzemního,,150 m2,,308 m2,,1,,Místní zdroj,Lokální plynové,Plynovod,Veřejná kanalizace,"Vlak, Silnice, Autobus","Betonová, Asfaltová",Třída G - Mimořádně nehospodárná,1,Částečně,Clever Properties,801.3333333333334,253,,"230V, 400V",,Klidná část obce,,1,,1,,,"Internet, Kabelové rozvody",,,,,,3 900 000 Kč za nemovitost,4 500 000 Kč,,,,,,,,,,,,,,17.08.2022 00:00,,,,,,
