,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,location,district,HouseType,total price,Job ID,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Cena,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Number of flats,ID,Housing costs,Discounted,Original price,Pool area,Ceiling height,Condition,Soil construction,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,Auction decree,Expert opinion.1,Inspection date,Sale start date,Minimum purchase price,The date of the 1st inspection,The date of the 2nd inspection,Date of completion of construction,Inspection date to,locationLat,locationLong
859,859,859,859,https://www.sreality.cz/detail/prodej/dum/chata/susice--/3821455180,"Sušice, okres Klatovy",klatovy,"chaty
",1 790 000 Kč za nemovitost,R2292,10.10.2022,Dřevěná,Velmi dobrý,Samostatný,Přízemní,1,15 m2,15 m2,,977 m2,977 m2,,,"Dálkový vodovod, Studna",,,,"Vlak, Silnice, MHD, Autobus","Neupravená, Šotolina",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,Jakš - reality,361.05555555555554,894,,230V,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2313907,13.5204076
860,860,860,860,https://www.sreality.cz/detail/prodej/dum/chata/klatovy-klatovy-iii-/1397188172,"Klatovy - Klatovy III, okres Klatovy",klatovy,"chaty
",2 930 000 Kč za nemovitost,807363,03.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,74 m2,,387 m2,,,Ihned,Místní zdroj,Lokální tuhá paliva,,Septik,"Vlak, Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,500.5882352941176,895,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3996057,13.2738222
861,861,861,861,https://www.sreality.cz/detail/prodej/dum/chata/dolany--/2429057116,"Dolany, okres Klatovy",klatovy,"chaty
",,70,20.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,45 m2,45 m2,45 m2,385 m2,385 m2,,Ihned,Studna,Lokální tuhá paliva,,,,,,0.0,,AGbydleni.cz,2030.5833333333333,896,Při rychlém jednání možná sleva,,,Okraj obce,,,,,,,,,,,,,1 580 000 Kč za nemovitost,1 650 000 Kč,,,,,,,,,,,,,,,,,,,,,49.4431417,13.2481779
862,862,862,862,https://www.sreality.cz/detail/prodej/dum/chata/susice--/2893719372,"Sušice, okres Klatovy",klatovy,"chaty
",3 740 000 Kč za nemovitost,812016,17.10.2022,Smíšená,Velmi dobrý,Samostatný,Přízemní,1,,20 m2,,1157 m2,,,Ihned,,,,,Autobus,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,361.05555555555554,897,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Klidná část obce,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2313907,13.5204076
863,863,863,863,https://www.sreality.cz/detail/prodej/dum/chata/horazdovice-boubin-/3398301516,"Horažďovice - Boubín, okres Klatovy",klatovy,"chaty
",3 950 000 Kč za nemovitost,0182-NP03251,17.09.2022,Smíšená,Dobrý,Samostatný,Přízemní,1,232 m2,150 m2,,512 m2,,,Ihned,,,,"Septik, Jímka",,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX Profil,2250.428571428572,898,,,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3004963,13.6964321
864,864,864,864,https://www.sreality.cz/detail/prodej/dum/chata/bolesiny-kromezdice-/3435525708,"Bolešiny - Kroměždice, okres Klatovy",klatovy,"chaty
",1 900 000 Kč za nemovitost,4108,16.09.2022,Dřevěná,Velmi dobrý,Samostatný,Patrový,2,69 m2,115 m2,,233 m2,,,,Místní zdroj,Lokální tuhá paliva,,,,,Třída G - Mimořádně nehospodárná,,,Realitní kancelář SALZMANN,2889.2,899,,"230V, 400V",,Okraj obce,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4192758,13.3801239
865,865,865,865,https://www.sreality.cz/detail/prodej/dum/chata/dlouha-ves--/1493796684,"Dlouhá Ves, okres Klatovy",klatovy,"chaty
",,0205-NP08365,11.09.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,2,47 m2,80 m2,,1193 m2,,,,"Místní zdroj, Studna",,,"Septik, Jímka",,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX Alfa,3060.5,900,Informace v kanceláři,,,Klidná část obce,,,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1962745,13.5092561
866,866,866,866,https://www.sreality.cz/detail/prodej/dum/chata/besiny-kozi-/4264314444,"Běšiny - Kozí, okres Klatovy",klatovy,"chaty
",,,05.09.2022,Dřevěná,Dobrý,,Patrový,2,21 m2,27 m2,,682 m2,,1,,Studna,Lokální tuhá paliva,,,"Silnice, Autobus","Zpevněná, Štěrková",Třída G - Mimořádně nehospodárná,,,REALITY LANGMAJER,1388.2,901,včetně provize RK,230V,,,,,,,Informace o ceně na dotaz,,,,,,4264314444.0,,,,,,,,,,,,,,,,,,,,,,,,49.304755,13.3032631
867,867,867,867,https://www.sreality.cz/detail/prodej/dum/chata/klatovy--/45676108,"Klatovy, okres Klatovy",klatovy,"chaty
",2 550 000 Kč za nemovitost,,09.10.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,,,29 m2,,917 m2,,,,Studna,,,,"Vlak, Silnice, Autobus","Zpevněná, Štěrková",,1.0,Částečně,Miloš Toman - Reality,226.23529411764707,902,včetně provize a právnického servisu,230V,,Okraj obce,,,,0.0,,1996.0,,,,,45676108.0,,,,,,,1.0,,,,,,,,,,,14.06.2022,,,,,,49.3951183,13.2935954
868,868,868,868,https://www.sreality.cz/detail/prodej/dum/chata/mezihori-mezihori-/273483340,"Mezihoří, okres Klatovy",klatovy,"chaty
",2 171 000 Kč za nemovitost,809063,20.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,72 m2,,406 m2,,,Ihned,Dálkový vodovod,Lokální tuhá paliva,,Jímka,Autobus,Neupravená,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2031.090909090909,903,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Okraj obce,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4883959,13.2545635
869,869,869,869,https://www.sreality.cz/detail/prodej/dum/chata/svihov-svihov-/474613324,"Švihov, okres Klatovy",klatovy,"chaty
",2 650 000 Kč za nemovitost,42708,20.10.2022,Smíšená,Dobrý,Samostatný,Patrový,1 včetně 2 podzemních,49 m2,70 m2,70 m2,365 m2,300 m2,,Ihned,Místní zdroj,Lokální tuhá paliva,,Septik,"Vlak, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,Částečně,"Broker Consulting, a.s.",1278.909090909091,904,,"230V, 400V",,,,,2016.0,,,1971.0,"Telefon, Internet",,,,,1000,,,,,,,,,,,,,,,,,,,,,,,49.4813565,13.2841729
870,870,870,870,https://www.sreality.cz/detail/prodej/dum/chata/kolinec-podoli-/1098978892,"Kolinec - Podolí, okres Klatovy",klatovy,"chaty
",1 560 000 Kč za nemovitost,,06.09.2022,Dřevěná,Dobrý,Samostatný,Patrový,2,42 m2,65 m2,,137 m2,95 m2,,,Místní zdroj,Lokální tuhá paliva,,,"Silnice, Autobus",Zpevněná,Třída G - Mimořádně nehospodárná,,1,ALVEREALITY,2190.2727272727275,905,,"230V, 400V",,Polosamota,,,,,,,,,,,1098978892.0,,,,,,,,,,,,,,,,,,,,,,,,49.3023815,13.3479663
871,871,871,871,https://www.sreality.cz/detail/prodej/dum/chata/chlistov--/46020172,"Chlistov, okres Klatovy",klatovy,"chaty
",3 500 000 Kč za nemovitost,,19.07.2022,Cihlová,Velmi dobrý,,Patrový,,,57 m2,,458 m2,,,,,Lokální tuhá paliva,,Septik,Autobus,,Třída G - Mimořádně nehospodárná,,,Pavel Prokeš,3049.7,906,,230V,,,,,,,,,,,,,46020172.0,,,,,,,,,,,,,,,,,,,,,,,,49.319891,13.3608767
872,872,872,872,https://www.sreality.cz/detail/prodej/dum/chata/cihan-cihan-/3527039836,"Číhaň, okres Klatovy",klatovy,"chaty
",1 887 000 Kč za nemovitost,781129,17.10.2022,Smíšená,Dobrý,Samostatný,Patrový,2,,87 m2,,375 m2,,,Ihned,,Lokální tuhá paliva,,Septik,Silnice,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,623.3333333333334,908,Cena k jednání. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Polosamota,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.342401,13.4257869
873,873,873,873,https://www.sreality.cz/detail/prodej/dum/chata/kolinec-borikovy-/4072336220,"Kolinec - Boříkovy, okres Klatovy",klatovy,"chaty
",1 600 000 Kč za nemovitost,,11.08.2022,Dřevěná,Velmi dobrý,,Patrový,,,70 m2,,648 m2,,,,Místní zdroj,Lokální tuhá paliva,,Jímka,Autobus,Neupravená,Třída G - Mimořádně nehospodárná,,,Pavel Prokeš,3222.2727272727275,909,,230V,,,,,,,,,,,,,4072336220.0,,,,,,,,,,,,,,,,,,,,,,,,49.3273305,13.3919424
874,874,874,874,https://www.sreality.cz/detail/prodej/dum/chata/susice-susice-ii-/1979890012,"Sušice - Sušice II, okres Klatovy",klatovy,"chaty
",1 350 000 Kč za nemovitost,34138,12.10.2022,Smíšená,Dobrý,Samostatný,Přízemní,,17 m2,15 m2,,382 m2,,6 m2,01.11.2022,,,,,,Neupravená,Třída G - Mimořádně nehospodárná,,,"Broker Consulting, a.s.",537.2777777777778,910,,,,,,,,0.0,,1980.0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,49.2416349,13.5308813
875,875,875,875,https://www.sreality.cz/detail/prodej/dum/chata/hnacov-hnacov-/3171113308,"Hnačov, okres Klatovy",klatovy,"chaty
",1 240 000 Kč za nemovitost,799081,06.09.2022,Cihlová,Dobrý,Rohový,Přízemní,1,,37 m2,,234 m2,,,Ihned,Místní zdroj,Lokální tuhá paliva,,,"Vlak, Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2528.0,911,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V",,Klidná část obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3618184,13.4816737
876,876,876,876,https://www.sreality.cz/detail/prodej/dum/chata/zavlekov-zavlekov-/1886939484,"Zavlekov, okres Klatovy",klatovy,"chaty
",2 105 000 Kč za nemovitost,800610,30.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3,,174 m2,,314 m2,,,,Místní zdroj,Lokální tuhá paliva,,Septik,"Silnice, Autobus",Neupravená,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1786.8181818181818,912,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Polosamota,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.337356,13.4904344
877,877,877,877,https://www.sreality.cz/detail/prodej/dum/chata/slatina-slatina-/2342111580,"Slatina, okres Klatovy",klatovy,"chaty
",1 299 000 Kč za nemovitost (k jednání),00202,01.08.2022,Smíšená,Dobrý,Samostatný,Přízemní,1 včetně 1 podzemního,,60 m2,,329 m2,,,,,Lokální tuhá paliva,,Jímka,,,,,Částečně,BEplan finanční plánování,2227.111111111112,913,"Cena je včetně právního servisu a provize RK., včetně poplatků, včetně provize, včetně právního servisu, cena k jednání",230V,,Polosamota,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.387762,13.7441635
878,878,878,878,https://www.sreality.cz/detail/prodej/dum/chata/kolinec-borikovy-/1223596380,"Kolinec - Boříkovy, okres Klatovy",klatovy,"chaty
",1 976 000 Kč za nemovitost,29633,10.10.2022,Dřevěná,Velmi dobrý,Samostatný,Patrový,3,44 m2,80 m2,88 m2,354 m2,,1,,Studna,Lokální tuhá paliva,Individuální,Septik,Autobus,,,,,HOME 4 PEOPLE - Ready,3382.909090909091,914,"Cena včetně provize, právního servisu a depozitní úschovy",230V,,Polosamota,2.0,,,0.0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3273305,13.3919424
879,879,879,879,https://www.sreality.cz/detail/prodej/dum/chata/chudenin-skelna-hut-/464726108,"Chudenín - Skelná Huť, okres Klatovy",klatovy,"chaty
",10 999 000 Kč za nemovitost,203245,31.08.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2 včetně 1 podzemního,190 m2,380 m2,,2500 m2,,1,,"Místní zdroj, Dálkový vodovod","Ústřední plynové, Ústřední tuhá paliva",,Veřejná kanalizace,Silnice,Asfaltová,,,Částečně,Bidli,1879.2857142857144,915,,230V,,Klidná část obce,2.0,,2016.0,0.0,,,"Telefon, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2803257,13.1145054
880,880,880,880,https://www.sreality.cz/detail/prodej/dum/chata/susice--/1251317852,"Sušice, okres Klatovy",klatovy,"chaty
",,R2123,19.10.2022,Dřevěná,Dobrý,Samostatný,Přízemní,1,32 m2,30 m2,,1039 m2,1007 m2,6 m2,,Místní zdroj,Lokální tuhá paliva,Individuální,,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,Jakš - reality,361.05555555555554,916,,230V,,Okraj obce,,,,,,,Internet,,,,,,2 500 000 Kč za nemovitost,2 680 000 Kč,,,,,,,,,,,,,,,,,,,,,49.2313907,13.5204076
881,881,881,881,https://www.sreality.cz/detail/prodej/dum/na-klic/besiny-horakov-/1047287900,"Běšiny - Hořákov, okres Klatovy",klatovy,"projekty-na-klic
",6 890 000 Kč za nemovitost,2208,08.10.2022,Dřevěná,Novostavba,Samostatný,Patrový,2,71 m2,106 m2,,2540 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,TOP realitní centrum s.r.o.,997.4,918,Cena k jednání,,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2848264,13.2993701
882,882,882,882,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/mecin-osobovy-/807188300,"Měčín - Osobovy, okres Klatovy",klatovy,"zemedelske-usedlosti
",4 200 000 Kč za nemovitost,810920,19.10.2022,Cihlová,Špatný,,Patrový,2,,200 m2,,15549 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,M&M reality,3416.3636363636365,919,info v RK. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,,,Polosamota,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4740536,13.4616984
883,883,883,883,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/hradek-kasovice-/1826621004,"Hrádek - Kašovice, okres Klatovy",klatovy,"zemedelske-usedlosti
",,59-0195,09.10.2022,Smíšená,Dobrý,V bloku,Přízemní,1,,1100 m2,,2840 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,,Reality Verus s.r.o.,3136.733333333333,920,Informace o ceně v RK!,,,Okraj obce,,,,0.0,Informace o ceně na dotaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2623544,13.4911303
884,884,884,884,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/hradesice--/989075804,"Hradešice, okres Klatovy",klatovy,"zemedelske-usedlosti
",4 500 000 Kč za nemovitost,238,26.09.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,,198 m2,,2849 m2,,,,,"Lokální tuhá paliva, Lokální elektrické",,Veřejná kanalizace,Silnice,Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,,Cambio reality,2552.3636363636365,921,,"230V, 400V",,Klidná část obce,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3233214,13.5964797
885,885,885,885,https://www.sreality.cz/detail/prodej/dum/zemedelska-usedlost/hartmanice-kochanov-/826751580,"Hartmanice - Kochánov, okres Klatovy",klatovy,"zemedelske-usedlosti
",15 000 000 Kč za nemovitost,D224,24.08.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1 včetně 1 podzemního,576 m2,520 m2,250 m2,9415 m2,8839 m2,14 m2,,,,,Septik,Silnice,"Asfaltová, Neupravená",Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,1.0,,EL-WEST REALITY / Jaroslav Staněk,4025.3333333333335,922,,,,Samota,4.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1997373,13.3527782
886,886,886,886,https://www.sreality.cz/detail/prodej/dum/pamatka/nalzovske-hory-nalzovy-/2248918860,"Nalžovské Hory - Nalžovy, okres Klatovy",klatovy,"pamatky-jine
",290 000 Kč za nemovitost,Z111128,02.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,141 m2,141 m2,,823 m2,682 m2,,,,,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,,Západoreal,1045.3,923,,,,Okraj obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3341198,13.5515717
887,887,887,887,https://www.sreality.cz/detail/prodej/dum/pamatka/nalzovske-hory-nalzovy-/4094412620,"Nalžovské Hory - Nalžovy, okres Klatovy",klatovy,"pamatky-jine
",650 000 Kč za nemovitost,Z111127,02.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,450 m2,450 m2,,2081 m2,1631 m2,,,,,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,,Západoreal,1045.3,924,,,,Okraj obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3341198,13.5515717
888,888,888,888,https://www.sreality.cz/detail/prodej/dum/pamatka/nalzovske-hory-nalzovy-/138135372,"Nalžovské Hory - Nalžovy, okres Klatovy",klatovy,"pamatky-jine
",1 550 000 Kč za nemovitost,Z111126,02.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,592 m2,592 m2,,4978 m2,4386 m2,,,Dálkový vodovod,,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,,Západoreal,1072.7,925,,,,Okraj obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3341198,13.5515717
889,889,889,889,https://www.sreality.cz/detail/prodej/dum/pamatka/klatovy-klatovy-iii-nadrazni/3314059356,"Nádražní, Klatovy - Klatovy III",klatovy,"pamatky-jine
",15 500 000 Kč za nemovitost,00009,20.09.2022,Cihlová,Velmi dobrý,Řadový,Patrový,2 včetně 1 podzemního,200 m2,320 m2,,348 m2,,50 m2,,Dálkový vodovod,,Plynovod,Veřejná kanalizace,"Silnice, MHD",Asfaltová,Třída G - Mimořádně nehospodárná,,Částečně,Fidox,335.6470588235294,926,,"230V, 400V",,Centrum obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4014594,13.2787582
890,890,890,890,https://www.sreality.cz/detail/prodej/dum/undefined/zihobce-bilenice-/3534460492,"Žihobce - Bílenice, okres Klatovy",klatovy,"vicegeneracni-domy
",5 400 000 Kč za nemovitost,001831KH,21.10.2022,Smíšená,Velmi dobrý,,Patrový,2. podlaží,493 m2,320 m2,200 m2,1696 m2,,1,,Dálkový vodovod,Ústřední tuhá paliva,,Jímka,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,Částečně,"MÜLLER - REALITY / IMMOBILIEN, s.r.o.",2799.454545454545,927,,400V,,Klidná část obce,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2367682,13.64734142928842
891,891,891,891,https://www.sreality.cz/detail/prodej/dum/undefined/predslav-nemcice-/339093324,"Předslav - Němčice, okres Klatovy",klatovy,"vicegeneracni-domy
",9 990 000 Kč za nemovitost,11709,19.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,290 m2,180 m2,180 m2,1757 m2,1467 m2,1,Ihned,"Dálkový vodovod, Studna",Jiné,,Veřejná kanalizace,Autobus,"Asfaltová, Zpevněná",,0.0,1,Eva Váchalová – Qara s.r.o.,2298.333333333333,928,,230V,,,1.0,1.0,,,,,"Internet, Satelit",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,49.4349567,13.4271987
892,892,892,892,https://www.sreality.cz/detail/prodej/dum/undefined/susice-susice-ii-na-stebetce/3219879500,"Na Štěbetce, Sušice - Sušice II",klatovy,"vicegeneracni-domy
",,H66/22,05.10.2022,Cihlová,Dobrý,,Patrový,3,250 m2,245 m2,245 m2,781 m2,,1,Ihned,Dálkový vodovod,"Ústřední plynové, Ústřední tuhá paliva, Ústřední elektrické",Plynovod,Veřejná kanalizace,"Vlak, Silnice",,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,1,HARVILLA - REALITY s.r.o.,832.5,929,,400V,,Klidná část obce,,1.0,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2298315,13.51148
893,893,893,893,https://www.sreality.cz/detail/prodej/dum/undefined/strasin-strasin-lazny/2186721100,"Lazny, Strašín",klatovy,"vicegeneracni-domy
",9 299 990 Kč za nemovitost,813,13.10.2022,Cihlová,Po rekonstrukci,Samostatný,Patrový,2,112 m2,205 m2,,592 m2,,1,,Dálkový vodovod,,,Veřejná kanalizace,,,Třída E - Nehospodárná č. 148/2007 Sb. podle vyhlášky,,,AVILAS reality s.r.o.,2254.5,930,,,,Klidná část obce,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1736691,13.6358667
894,894,894,894,https://www.sreality.cz/detail/prodej/dum/undefined/kasperske-hory-kasperske-hory-namesti/717248860,"Náměstí, Kašperské Hory",klatovy,"vicegeneracni-domy
",,6502,04.10.2022,Smíšená,Dobrý,Řadový,Patrový,2,434 m2,350 m2,,434 m2,,1,Ihned,"Místní zdroj, Dálkový vodovod",Lokální tuhá paliva,,"Veřejná kanalizace, Septik","Silnice, Autobus",Dlážděná,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,Euro Reality Plzeň,886.3333333333334,931,cena u makléře,"230V, 400V",,Centrum obce,,1.0,,,Informace o ceně na dotaz,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1437717,13.5548437
895,895,895,895,https://www.sreality.cz/detail/prodej/dum/undefined/zihobce-bilenice-/3514345292,"Žihobce - Bílenice, okres Klatovy",klatovy,"vicegeneracni-domy
",5 400 000 Kč za nemovitost,001862KH,21.10.2022,Smíšená,Velmi dobrý,,Patrový,2,493 m2,320 m2,320 m2,1696 m2,,1,,Dálkový vodovod,Ústřední tuhá paliva,,Jímka,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,Částečně,"MÜLLER - REALITY / IMMOBILIEN, s.r.o.",2799.454545454545,932,,400V,,Klidná část obce,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2367682,13.64734142928842
896,896,896,896,https://www.sreality.cz/detail/prodej/dum/rodinny/kolovec-kolovec-ruzova/3697338716,"Růžová, Koloveč",domazlice,"rodinne-domy
",3 175 000 Kč za nemovitost,421,Včera,Cihlová,Velmi dobrý,Řadový,Přízemní,1,130 m2,120 m2,95 m2,329 m2,199 m2,,Ihned,Studna,"Ústřední plynové, Ústřední tuhá paliva",Plynovod,Veřejná kanalizace,,,,0.0,,Reality Čermák,876.3333333333334,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4858657,13.1112878
897,897,897,897,https://www.sreality.cz/detail/prodej/dum/rodinny/domazlice-dolejsi-predmesti-husova-trida/3180709452,"Husova třída, Domažlice - Dolejší Předměstí",domazlice,"rodinne-domy
",19 975 000 Kč za nemovitost,445,Včera,Cihlová,Velmi dobrý,Samostatný,Přízemní,1,512 m2,870 m2,550 m2,513 m2,,,Ihned,,,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,,Reality Čermák,397.8235294117647,934,cena k jednání,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4402441,12.9369298
898,898,898,898,https://www.sreality.cz/detail/prodej/dum/rodinny/kolovec-zichov-/3307902796,"Koloveč - Zichov, okres Domažlice",domazlice,"rodinne-domy
",,20189MA,Včera,Cihlová,Dobrý,Samostatný,Patrový,,,120 m2,,1317 m2,,,,,Lokální tuhá paliva,,Septik,,,Třída G - Mimořádně nehospodárná,,,RK PUBEC,1821.6666666666667,935,"včetně provize, včetně právního servisu","230V, 400V",,,,,,,,,,,,,,,3 590 000 Kč za nemovitost,3 990 000 Kč,,,,,,,,,,,,,,,,,,,,,49.4851441,13.1412118
899,899,899,899,https://www.sreality.cz/detail/prodej/dum/rodinny/postrekov-postrekov-/282232396,"Postřekov, okres Domažlice",domazlice,"rodinne-domy
",2 990 000 Kč za nemovitost,220044,21.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3,87 m2,94 m2,94 m2,255 m2,168 m2,75 m2,Ihned,Dálkový vodovod,"Lokální tuhá paliva, Ústřední tuhá paliva, Ústřední elektrické",,Veřejná kanalizace,"Vlak, Silnice",Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,Částečně,TAURUM reality s.r.o.,451.7272727272728,936,,400V,,Klidná část obce,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.45357285,12.811347199221728
900,900,900,900,https://www.sreality.cz/detail/prodej/dum/rodinny/vseruby-maxov-/735569740,"Všeruby - Maxov, okres Domažlice",domazlice,"rodinne-domy
",3 690 000 Kč za nemovitost,220078,21.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,2,130 m2,140 m2,140 m2,1681 m2,1551 m2,2 m2,Ihned,Dálkový vodovod,Ústřední tuhá paliva,,Jímka,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,TAURUM reality s.r.o.,3658.444444444444,937,,400V,,Klidná část obce,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.353082,12.9303174
